id,full_text,Stigmatizing,Anti-stigmatizing,News/Facts/misinformation,Political ,other,comments,Number of assigned labelles,,,
1233640760169226241,"@Reuters As a leader in the global medical community, this is embarrassing, America. 

#COVID19US #coronavirus #coronavirususa #CoronaVirusUpdates #EMS #paramedicsoftwitter #idahoparamedics #rettungsanitäter #rettungsdienst #paramedico #blackmeninmedicine",,,,,1,opinion,1,,,
1233645550261669893,"#USA $2300 for each #coronavirus #test ?

#ChinaCoronaVirus
#coronavirusitalIa
#China
#WuhanOutbreak
#WuhanPneumonia 
#Wuhan #CoronaVirusOutbreak #COVID19 #outbreak #virusoutbreak https://t.co/LhSf8g4WVo",,,1,,,,1,,,
1233676837122957314,"Unsurprisingly #Coronavirus spreading in #UK and across the World! 
Yesterday #Tory #Brexit #Gov state they’ll prioritise saving lives of healthy people in what is potentially a #Cull to appease #China &amp; #FinancialMarkets by keeping virus lowkey. #WuFlu #COVID19 @eurightswatch https://t.co/UFAT7cxC5y",,,1,,,,1,,,
1233678127035027456,On 11 January we were aware of the #Coronavirus outbreak. Can anyone give details of actions taken to prepare the #NHS since that day? #COVID19 #WuFlu @NHSMillion #NHS @PublicHealthEng https://t.co/Me2r7tYTH2,,,1,,,,1,,,
1233679204815818752,"PRESS CONFERENCE...,: hashtags ONE-SEVEN (February 29, 2020; 17:00 HKT) #wuhancoronavirusoutbreak #wuhancoronavirus #wuhanpneumonia #wuhanoutbreak #wuhanvirus2020 #wuhanvirus #wuhanflu",,,1,,,,1,,,
1233682836902699008,Just saw that a mall is going to be closing 1 hour earlier “to prevent the spread of Coronavirus”. Not sure that’s going to help. #coronavirus #japan #coronavirusjapan #コロナウィルス,,,,,1,opinion,1,,,
1233693801706741760,"NO new cases (total STILL 64): hashtags ONE-SEVEN in hashtags EIGHT &amp; NINE (February 29, 2020; 18:00 HKT) #wuhancoronavirusoutbreak #wuhancoronavirus #wuhanpneumonia #wuhanoutbreak #wuhanvirus2020 #wuhanvirus #wuhanflu #HONGKONG #HK",,,1,,,,1,,,
1233701428100661248,#coronavirus #COVID19 #coronaviruswuhan could it be the simpsons predicted so much of the future? https://t.co/Qt3a0rKCqm,,,,,1,que,1,,,
1233704330211086336,"Yes, #SARSCoV2 is much worse than the flu: busting the #Wuhancoronavirus myths

#CoViD19 https://t.co/lPbBkO9wjC",,,1,,,,1,,,
1233706713544421377,"@jamesmassola @V2019N WHO just a Wuhan Health Organization, they don't care about the world!
We all know that.
#WHO #anticcp #AntiChinazi https://t.co/hW08tX2DR4",,,,,1,opinion,1,,,
1233709896232820736,"@Jeh57John It could only get worse from hereon...

https://t.co/rkNqQXa5LK…

#Coronvirus #coronavirusuk #coronavirussingapore #WuhanOutbreak",,,1,,,,1,,,
1233710854341873666,"@World_News_b And this is how!!!
Feel free to add to the list and share. Let me know if I have missed any.

https://t.co/rkNqQXa5LK…

#Coronvirus #coronavirusuk #coronavirussingapore #WuhanOutbreak",,,1,,,,1,,,
1233710965641879553,"More NEWS !!!
#COVID2019
#COVID19NL
#Corona
#Coronavid19
#coronavirus #CoronavirusOutbreak #coronavirusjapan #coronaviruschina #Coronavirusmexico #coronaviruswuhan #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
#COVID19 https://t.co/y6QLi2851I",,,1,,,,1,,,
1233711863965372416,"@ElMercurio_cl Stay in the loop.

https://t.co/rkNqQXa5LK…

#Coronvirus #coronavirusuk #coronavirussingapore #WuhanOutbreak",,,1,,,,1,,,
1233713100030980096,"@TheEconomist Yes. And this is what that might look like. 

https://t.co/rkNqQXa5LK…

#Coronvirus #coronavirusuk #coronavirussingapore #WuhanOutbreak",,,1,,,,1,,,
1233713737649020929,"@airnewsalerts And we've examined all the possible ways it might destroy the economy...Feel free to add to the list. Let me know if I have missed any.

https://t.co/rkNqQXa5LK…

#Coronvirus #coronavirusuk #coronavirussingapore #WuhanOutbreak",,,1,,,,1,,,
1233715887997423621,"@eScene_it @MannersJack Is it about to destroy the global economy? 

https://t.co/rkNqQXa5LK…

#Coronvirus #coronavirusuk #coronavirussingapore #WuhanOutbreak",,,1,,,,1,,,
1233715993043783680,"This makes you realize the uphill battle awaiting us if #COVID2019 spreads countrywide #USA
#coronavirususa #CDC

Millions of uninsured Americans like me are a coronavirus timebomb

https://t.co/I6Oiw9XclX",,,1,,,,1,,,
1233727899062063104,Prediction:  @TheDemocrats will cancel their convention due to #coronavirususa.  https://t.co/e5Sxu1Ae46,,,,1,,,1,,,
1233728731719467008,"@rthk_enews CCP and HKSAR gov are murderers, they want to kill more. This is bullshit. Everyone in the world is watching the falling of such beautiful alpha+ city
#HKPoliceBrutality 
#HongKongPoliceTerrorists
#SOSHK
#China_is_terrorist
#StandWithHongKong 
#HKPoliceState
#HongKongProtests",,,,1,,,1,,,
1233744679855779842,"@GordonGChang #chinazi #WuhanVirus #WuhanCoronavirus #ChinaVirus #China_is_terrorist #ChinaLies #ChinaCoronaVirus #HKPoliceTerrorists

Sanction #chinazi please",,,,,1,opinion,1,,,
1233751140195393539,"Greg discusses background on corona virus

#healthcare #healthinsurance #insurance #Wuhancoronavirus #Coronavirus #CoronavirusOutbreak #iBella #Wuhan #measles #ebola #polio #ASF #dengue #anthrax #OneHealth #ProMED #virus #disease #wealthmanagement #familyoffice #sugar https://t.co/tvrFBY46Su",,,1,,,,1,,,
1233752177279033350,what sadness #Wuhan #wuhanpneumonia #china #wuhanvirus #HongKon #coronav... https://t.co/KZXHHnrm1F @YouTube #新型コロナウイルス #COVID19,,,,,1,opinion,1,,,
1233765561470980096,"...and windmills cause cancer.
#TrumpLiesAboutCoronavirus 
#coronavirususa https://t.co/eQhiQXTAKH",,,,,1,opinion,1,,,
1233767899082428416,"@jkatcher74 @4ourCountry @tillmantweets At the time there WERE only15. He prevented an epidemic by him closing our borders to certain travelers and that can't be disputed. There were over 18,000 flu deaths to date so I'm more worried about that strain of the flu than I am #coronavirususa",,,1,,,,1,,,
1233771896451354624,"Japan’s Abe calls for citizens’ help to tackle coronavirus.
#Covid19usa
#COVID19 #Coronavirus #CoronarvirusOutbreak. #flu #wuhan #wuhanflu
 https://t.co/j84wL9sKK3",,,1,,,,1,,,
1233772923053314048,"Trapped in Russia: Hongkonger sourcing masks held for quarantine violation
#COVID19 #Coronavirus #CoronarvirusOutbreak. #flu #wuhan #wuhanflu https://t.co/qzElk3ZifO",,,1,,,,1,,,
1233773266407501825,"Whirlwind   34 Things You Want to Know, 2960 https://t.co/8bP5PoEz12 via @YouTube #China_is_terrorist #ChinaVirus #NewWorldOrder #PatriotsInTune",,,1,,,,1,,,
1233774011122888711,"Kim warns of ‘serious consequences’ if virus breaks out in North Korea

We know he already shot someone Dead with virus.
#COVID19 #Coronavirus #CoronarvirusOutbreak. #flu #wuhan #wuhanflu https://t.co/Qxxb46J49K",,,,1,,,1,,,
1233775404865015808,@boston25 super #coronavirususa #COVID2019 #coronavirus spread today lets go there people and get sick so @realDonaldTrump  can send us the astronomical bill in the end it's just a #hoax right?,,,,1,,,1,,,
1233776825630887936,"This is not even funny. Imagine a bunch of psychopaths acting as police...

#HongKong 
#HongKongProtests 
#HKPoliceTerrorists 
#hkpolicebrutality 
#HKPoliceState 
#HongkongPoliceTerrorism 
#StandWithHongKong 
#FreeHongKong 
#China_is_terrorist 
#coronavirus 
#Coronavid19 https://t.co/0Zgw2GjUee",,,,1,,,1,,,
1233777019512639488,"Here we go again...

#HongKong 
#HongKongProtests 
#HKPoliceTerrorists 
#hkpolicebrutality 
#HKPoliceState 
#HongkongPoliceTerrorism 
#StandWithHongKong 
#FreeHongKong 
#China_is_terrorist 
#coronavirus 
#Coronavid19 https://t.co/067nCJ8a7p",,,,,1,opinion,1,,,
1233777125204860933,"Never forgive, never forget.

#HongKong 
#HongKongProtests 
#HKPoliceTerrorists 
#hkpolicebrutality 
#HKPoliceState 
#HongkongPoliceTerrorism 
#StandWithHongKong 
#FreeHongKong 
#China_is_terrorist 
#coronavirus 
#Coronavid19 https://t.co/xH7NkUuuVz",,,,,1,opinion,1,,,
1233787913495728128,"Busted this moron out with facts from the FDA @HeyRyanKerr
 and he thinks facts are an opinion
i also told him the mask only helps from breathing in the virus you can still catch it other ways 
#coronavirus #CoronaVirusUpdates #maga #coronavirususa  #coronavirusus https://t.co/S4ddMqUpIK",,,1,,,,1,,,
1233792575187963905,"#hillsboro #oregon #oswego #lakeoswego #coronavirus #CoronavirusOutbreak #COVID19 
#healthcareprivacy #CivilRights @oregonlive #HIPPAlaw #wuhanquarantine #quarantine 
*SAY NO TO ABUSE OF PRIVACY* https://t.co/nhMlvLkcNp",,,,,1,opinion,1,,,
1233792808621944832,"Coronavirus: List Of Canceled Or Postponed Hollywood &amp; Media Events 
https://t.co/EOqFmhF59X
#COVID #CoronavirusOutbreak #coronavirus #Coronavid19 #coronavirususa #coronaviruscalifornia #Coronavid19 #coronavirusinlagos #COVID19US #COVID19Nigeria #pandemic #VirusWuhan",,,1,,,,1,,,
1233797775227117568,"Excellent documentary #SARS_CoV_2  #COVID2019  #SARSCoV2 #nCoV2019 #coronaviruswuhan #coronavirus 
https://t.co/GzwyPsrU6w",,,1,,,,1,,,
1233812702000304130,"PURELL Foodservice Surface Sanitizer, Gallon EPA Certified Surface Sanitizer (Pack of 4) https://t.co/YGilkLoP6P ad #coronavirus #coronaoutbreak #corona #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #nCoV19 #COVID19US",,,,,1,ad,1,,,
1233815184696758273,"#covid19 #coronavirus #WuFlu partial snapshot per worldometer, note #Italy. Take care! https://t.co/puRzINLc9k",,,1,,,,1,,,
1233815490893504512,Department of Health confirms first coronavirus death in Washington state. And two additional cases confirmed since Friday. #coronavirus #COVID19 #coronavirususa #COVID19 #CoronavirusOutbreak  https://t.co/nS4jnhYmBE,,,1,,,,1,,,
1233819369345634305,Purell Jelly Wrap Bowl (2 X Pack of 25) https://t.co/yl2L8GLUb5 ad #coronavirus #coronaoutbreak #corona #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #nCoV19 #COVID19US,,,,,1,ad,1,,,
1233820007978631170,"Cheap things We Call it #MadeInChina
Now most precious one Death too they are No.1 .😱
#coronavirus #coronavirusnigeria #coronavirusindia #coronavirusInkenya #coronavirussingapore",,,,,1,opinion,1,,,
1233821589596098560,"@BoycottHegemony All from Chinese.

#coronavirus 
#chinalies
#fentanyl
#chinesespy
#UyghurGenocide 
#WuhanCoronovirus 
#chinazi
#BoycottMulan 
#BoycottChina https://t.co/guzHXluLNv",,,,,1,opinion,1,,,
1233829054672965632,"Amazon Brand - Solimo 99% Isopropyl Alcohol First Aid Antiseptic, 16 Fl Oz (Pack of 12) https://t.co/mlbjJHwyVR ad #coronavirus #coronaoutbreak #corona #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #nCoV19 #COVID19US",,,,,1,ad,1,,,
1233830361500717056,"First Death Reported in #US From New #Coronavirus 

#covid19 #CoronaVirusUs #coronavirususa  https://t.co/5BIAFcAW1n https://t.co/WlDz72nCQo",,,1,,,,1,,,
1233832045945618432,Informative video on #coronavirus #COVID19 #CoronavirusOutbreak #coronavirussingapore #coronavirusindia #coronavirusinlagos #TrumpLiesAboutCoronavirus https://t.co/AK94zMqRGm,,,1,,,,1,,,
1233833887819632640,"Press release from Evergreen Health hosptial in Kirkland Washington.  

1 person still being treated for #coronavirus. The other died. 

#COVID19 #coronavirususa #coronaviruswashington https://t.co/0BiHEAw4d1",,,1,,,,1,,,
1233839040308432897,"Research supports Canada’s decision to reject a coronavirus travel ban /via @globeandmail https://t.co/xrTKCkWaV1
#coronavirususa #COVID19 #SARSCoV2",,,1,,,,1,,,
1233841026600751104,@ChineseEmbinUK Short comings!!!! Jesus Christ what planet are you on! You have contaminated most of the world! Many will die as a result of your ineptness. Hang your heads in shame #coronavirus #madeinchina,,,,1,,,1,,,
1233865359133941762,"55 Gallon Water Preserver Concentrate 5 Year Emergency Disaster Preparedness, Survival https://t.co/EeiihwDhrB ad #coronavirus #coronaoutbreak #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #nCoV2019 #COVID19US",,,,,1,ad,1,,,
1233867689937915904,"Updated Stats:
#nCoV2019 #coronavirus #nCoV19 #CoV19 #CoronaVirusUpdates   
1/3/20 am

Updated figures by country, including #irancoronavirus, 
#diamondprincess, #coronavirusitalla &amp; #CoronavirusSouthKorea #coronavirussingapore https://t.co/ipRJsPd8gm",,,1,,,,1,,,
1233867709797949440,"@GOP @GOPChairwoman @realDonaldTrump We STILL allowing flights to and from China. 😡 @realDonaldTrump what ever happened to #AmericaFirst?!?

#coronavirus #ChinesePneumonia #WuhanCoronavirus #WuhanPneumonia #ChinaVirus #ChinaCoronavirus #ChinaziVirus #LockDownChina #Pandemic #Outbreak #ResidentEvil",,,1,,,,1,,,
1233868133871472640,"Please take the time to view this short video about forced internment of minorities in Xinjiang, China. #CCP_is_terrorist https://t.co/a5Y94FrkYQ",,,1,,,,1,,,
1233868745338126337,#HerbertDiess @VWGroup First the Nazis now the Communist Party. When will you stop owning Slaves. Free the Uyghurs if you have any decency. #Uyghur #uyghurgenocide #islam #muslims #China #China_is_terrorist #FreetheOppressed,,,,1,,,1,,,
1233869557921697794,"Lysol Laundry Sanitizer Additive, Crisp Linen, 2X90oz https://t.co/ItkLgTuJ9f ad #coronavirus #coronaoutbreak #corona #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #nCoV19 #COVID19US",,,,,1,ad,1,,,
1233870601816825857,#artsadd #forsale #custom #fashion #shoes #homedecor #case #umbrella https://t.co/ucwXgBGbiH EiffelTower crown girlpower tulips garden piano #music sheetmusic #art #photography #designs #LeapDay #Feb29 Mar1 Mar2 Mar3 Mar4 2020 #aliexpress dropships from China 3-6 weeks delivery,,,,,1,ad,1,,,
1233872193840439296,Coronavirus: the new disease Covid-19 explained @SCMPgraphics  https://t.co/71hIETGYwG #COVID19 #coronavirus #wuhanvirus,,,1,,,,1,,,
1233877812601327616,"@SandraSBreen @David_MagaUSA @ccinthemiddle @anne19brown @4AmericanKat @BCMsolt @jrbloom57 @USAlivestrong @wink_nod @Briteeye777 @MichaelsANewman And that might be just the beginning...

https://t.co/rkNqQXa5LK……

#Coronvirus #coronavirusuk #coronavirussingapore #WuhanOutbreak",,,1,,,,1,,,
1233877915970002948,@thehill STILL WAITING ON CONGRESS👈🏻 for SUPPLEMENTAL SPENDING BILL! #CoronaVirusUpdate #ChinaziVirus #COVIDー19 #BolshevikBernie will pay your hospital bills!🤡 https://t.co/wMSivnxcjk,,,,1,,,1,,,
1233878239703162881,Interesting and smart approach to help get good information for prevention #CoronaVirus #coronavirususa #COVID19US https://t.co/w5irVIVOE1,,,1,,,,1,,,
1233882786525663232,"OMG MUST WATCH

Seen on the Facebook page of ""The Healing Church"" 

""Ancient Remedy Released From Church Archives:
Stops Coronavirus Cold!""

#coronavirusus #Coronavirustruth #COVID19 #coronavirususa #coronavirus https://t.co/sJGGwF9DNI",,,1,,,,1,,,
1233883253364314112,"Slavery in #communist #China in the 21st century 

and the western world stays silent 

and is complicity.  #BoycottChina #chinazi https://t.co/Ud1n08BM4F",,,,1,,,1,,,
1233886387109343232,Why is China producing nearly all of the Untied States Medication and medical supplies? Read More https://t.co/jSdlDTI67M #COVIDー19 #COVID2019 #COVID #coronavirususa #CoronaVirusUpdates #coronavirus #NationalSecurity #coronoavirusoutbreak #manufacturing #mfg #USA https://t.co/gM2zZYZPMK,,,1,,,,1,,,
1233890185991065600,"Air pollution is changing after factory close in China 😷
#coronavirus #CoronavirusOutbreak #coronavirusjapan #coronaviruschina #Coronavirusmexico #coronaviruswuhan #coronavirusthailand #covid19italy #coronavirususa #coronaviruscanada #coronavirusfrance 
#COVID19 https://t.co/wKNiCRMOwb",,,1,,,,1,,,
1233891777226010625,",...despite THIS MESS being FAR from over: hashtags ONE-FOUR in hashtag FIVE (March 1, 2020; 6:00 HKT) #wuhancoronavirus #wuhanpneumonia #wuhanvirus #wuhanflu #HONGKONG",,,1,,,,1,,,
1233895268870836224,"@GHS @DrTedros Google【touchshe】shop for n95 masks
$13 for 2Pcs KN95 Face Masks 
$29 for 5 Pcs/$49 for 10 Pcs
$14 for 10Pcs Disposable Earloop
face Masks  /$63 for 50 Pcs #coronavirusnigeria #N95mask #N95 #facemasks #masks #CONVID19 #coronavirususa #coronavirus #COVID #conronavirus",,,,,1,ad,1,,,
1233895792013905926,"Explained
#coronavirus #CoronavirusOutbreak #coronavirusjapan #coronaviruschina #Coronavirusmexico  #covid19italy #coronavirususa #coronavirusfrance 
#COVID19 
Coronavirus: the new disease Covid-19 explained @SCMPgraphics  https://t.co/FkC8bevJD0 #COVID19 #coronavirus #wuhanvirus",,,1,,,,1,,,
1233901094067146753,"Official Numbers People Infected &amp; Deaths...
#coronavirus #CoronavirusOutbreak #coronavirusjapan #coronaviruschina #Coronavirusmexico #coronaviruswuhan #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
#COVID19 https://t.co/kT0zXJNxUn",,,1,,,,1,,,
1233901366449328128,"OMG, it is the end of the world  when #Costco has no more supplies.  #CostcoPanicBuying due to #coronavirus.  #coronavirususa 
@POTUS needs to realize it is a crisis.  Stop telling supporters it is a #DemocraticHoax. #TrumpLiesAboutCoronavirus to his supporters. https://t.co/0Y8Uzi3zXQ",,,1,,,,1,,,
1233901623950356480,"Official Numbers People Infected...
#coronavirus #CoronavirusOutbreak #coronavirusjapan #coronaviruschina #Coronavirusmexico #coronaviruswuhan #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
#COVID19 https://t.co/AMyDdmre1x",,,1,,,,1,,,
1233902002444361730,"Official Numbers People Infected..........
#coronavirus #CoronavirusOutbreak #coronavirusjapan #coronaviruschina #Coronavirusmexico #coronaviruswuhan #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
#COVID19 https://t.co/T9CnRLeumB",,,1,,,,1,,,
1233912840408510464,Quality Chemical Instant Hand Sanitizer - Refill Your own dispensers 1 Gallon https://t.co/mqm72npeEU  ad #coronavirus #coronaoutbreak #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #nCoV2019 #COVID19US,,,,,1,ad,1,,,
