1270445606490771464,#Uyghur #UyghurHolocaust #uyghurpulse #Uyghurlivesmatters #uygur #Uighur #Dogutuerkistandazuluemvar #DoğuTuerkistanYalnızDeğildir #doğutürkistan #uygurlarabayramyok #uyghurgenocide #EastTurkistan #China_is_terrorist #ChinaVirus #Cami BÖLE İYİ Mİ? https://t.co/FieNPa1VCA,Uyghur UyghurHolocaust uyghurpulse Uyghurlivesmatters uygur Uighur Dogutuerkistandazuluemvar DoğuTuerkistanYalnızDeğildir doğutürkistan uygurlarabayramyok uyghurgenocide EastTurkistan China_is_terrorist ChinaVirus Cami,tr,Tue Jun 09 20:00:10 +0000 2020,120179981,tatarislamtürkü,,,,başkent
1270245252800974848,"COVID-19 is a confusing and terrible Sci-fi thriller ,with constant character development and complex story building ; It is going to have the most open ending climax anyone has ever seen.

#COVIDー19  #coronavirus #ChinaLiedAndPeopleDied",COVIDー19 coronavirus ChinaLiedAndPeopleDied,en,Tue Jun 09 06:44:02 +0000 2020,1438366356,HUGEMAN,,,,Dhaka
1270246567820189696,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 06:49:16 +0000 2020,2852606376,Hong Kong Pig,,,,United States
1270246838969536512,RT @JenniferZeng15: Exclusive internal files show that it took 9 days for #Beijing to announce its first #CCPVirus #COVID19 case: patient s…,Beijing CCPVirus COVID19,en,Tue Jun 09 06:50:21 +0000 2020,818295162740834305,"Hey, Dave!",,,,"Space Coast, FL"
1270246956657508353,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 06:50:49 +0000 2020,845607074507571200,Nevergiveup,,,,Hong Kong
1270247794956214275,@volgadneprgroup Disgusting u support this after so many reach out to not help make monkeys who don’t have A voice choice live hell on earth #ChinaLiedPeopleDied #China #RussianLivesMatter #RussiaReport #Russia I knew #coronavirus would not help ppl have #compassion for all Lives https://t.co/L40U6vRevE,ChinaLiedPeopleDied China RussianLivesMatter RussiaReport Russia coronavirus compassion,en,Tue Jun 09 06:54:09 +0000 2020,892374902426259456,Maria,,,,"Queens, NY"
1270248032773136389,"@PrinceArihan #ChinaLiedPeopleDied 
#ChineseVirus 
#ChineseCoronaVirus",ChinaLiedPeopleDied ChineseVirus ChineseCoronaVirus,und,Tue Jun 09 06:55:05 +0000 2020,259215001,हिन्दव:सोदरा:सर्वे(Ambedkar Ramanujar)ரமேஷ் ஹிந்து,,,,"Chennai, India"
1270339847949975553,"#ChinaKiChori #ChinaWingsClipped #ChinaFacesIndia #ChinaIndiaFaceoff #ChinaLiedAndPeopleDied #Chinazi #ChinaVirus #ChinaMustPay #WuhanVirus #WuhanChinaVirus #XiJingping #CCPLiedPeopleDied 
ये करमजले सितम्बर से जानते थे...फिर भी कौन रहे!
आँखें छोटी है...दिल तो बड़ा रखो यार! https://t.co/VEpcll40AP",ChinaKiChori ChinaWingsClipped ChinaFacesIndia ChinaIndiaFaceoff ChinaLiedAndPeopleDied Chinazi ChinaVirus ChinaMustPay WuhanVirus WuhanChinaVirus XiJingping CCPLiedPeopleDied,hi,Tue Jun 09 12:59:56 +0000 2020,1206914375723966465,TheBombayBalika,,,,India
1270340441628606464,"The Hard Way is the Easy Way

#wealthmanagement #familyoffice #investment #economy #venturecapital #covid19 #corona #coronavirus #wuhanvirus #wuhan #china #US #chinavirus 

https://t.co/j1bSrba1MI",wealthmanagement familyoffice investment economy venturecapital covid19 corona coronavirus wuhanvirus wuhan china US chinavirus,en,Tue Jun 09 13:02:17 +0000 2020,2656727419,Gregory Silberman,,,,"Atlanta, GA"
1270341894388801537,Vaya vaya #ChinaLiedAndPeopleDied https://t.co/DKOzaelGI8,ChinaLiedAndPeopleDied,es,Tue Jun 09 13:08:04 +0000 2020,136098302,Godofredo de Bouillon 🇲🇽🇪🇸,,,,Mexico
1270342368626171907,"👉China claims territories of 23 countries, even though it only has borders with 14.
👉 What China don't claim is Coronavirus or I would prefer it 
saying The Wuhan Virus !

#ChinaLiedPeopleDied
#coronavirus #CoronaPandemic #CoronaPandemic #COVID19",ChinaLiedPeopleDied coronavirus CoronaPandemic CoronaPandemic COVID19,en,Tue Jun 09 13:09:57 +0000 2020,3253069764,Vineet Kargeti,79.518776,29.3797945,"Naini Tal, India, India","Naini Tal, India"
1270343008957820928,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 13:12:29 +0000 2020,857978774469529601,Doll Arntzen,,,,Bigfoots Bluff
1270345786253963266,#ChinaLiedAndPeopleDied  https://t.co/4DfRX8FEYT,ChinaLiedAndPeopleDied,und,Tue Jun 09 13:23:31 +0000 2020,212112724,Dan Harris,,,,Mostly Seattle
1270347441993330691,"#CCPVirus JOKE

The Zombie Apocalypse Has Arrived!
 
#COVID19 https://t.co/DwjK0Jrfkn",CCPVirus COVID19,en,Tue Jun 09 13:30:06 +0000 2020,895388295496073221,The Border Observer,,,,"El Paso, TX"
1270348383681576960,RT @danharris: #ChinaLiedAndPeopleDied  https://t.co/4DfRX8FEYT,ChinaLiedAndPeopleDied,und,Tue Jun 09 13:33:51 +0000 2020,1243988087362871297,Liberty_Justice🇺🇸,,,,"Fort Polk LA, VA,NYC,NE,OR"
1270348694999662592,"Even with the #CCPVirus raging, some people fall on old habits.

The #Coronavirus Is a Disaster for Feminism
https://t.co/BOoDcYSwix
19 Mar 2020

#WuhanVirus #COVID19 #ChinaVirus

qt-covid19-news-098 by #BorderObserver",CCPVirus Coronavirus WuhanVirus COVID19 ChinaVirus BorderObserver,en,Tue Jun 09 13:35:05 +0000 2020,865823924805914624,CoVid19 automatic statistics,,,,United States
1270349098810392576,"China played us like a fiddle. I pray that god has mercy on them, because the rest of the world will not. Especially America #NeverBuyFromChinaAgain #BoycottChinaProducts #EndTheCCP #XiSucksDick #XiThePussy #CommunistChineseCunts https://t.co/9gnBrVsPvI",NeverBuyFromChinaAgain BoycottChinaProducts EndTheCCP XiSucksDick XiThePussy CommunistChineseCunts,en,Tue Jun 09 13:36:41 +0000 2020,149758818,Jorge Michael Santos,,,,"Pico Rivera, CA"
1270350308623998976,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 13:41:30 +0000 2020,2495686176,🇺🇸🇺🇸 Janice_TXBlessed 🇺🇸🇺🇸,,,,Deep in the heart of Texas
1270350700665614336,"#ChinaLiedPeopleDied - #ChinaMustPay

Chinese Propaganda Outlet Paid Millions to Washington Post, Wall Street Journal https://t.co/bX0CDHeplv
 
Download The Epoch Times app to see our exclusive CCP virus coverage and daily updates:https://t.co/kMwAtlRRLO",ChinaLiedPeopleDied ChinaMustPay,en,Tue Jun 09 13:43:03 +0000 2020,140846763,SandBagger,-80.1226195,26.72189575,"West Palm Beach, FL, United States","Charlotte, NC"
1270351520060637190,"@PvdA Anders eens gaan aankloppen bij de communisten in China.
Anders die de rekening eens presenteren voor dit debacle.
Dankzij hun zijn duizenden mensen gestorven aan het #ChinaVirus #Covid19 #MakeChinaPay #ChinaLiedPeopleDied https://t.co/WGR87liUPi",ChinaVirus Covid19 MakeChinaPay ChinaLiedPeopleDied,nl,Tue Jun 09 13:46:19 +0000 2020,948688956421496832,Laatste Leeuw van Vlaanderen,,,,"Malta, Polen, Bulgarije, Belg"
1270351715804602374,As almost everyone said... #theyknew #WHO #ChinaLiedAndPeopleDied https://t.co/NGdzm1zDju,theyknew WHO ChinaLiedAndPeopleDied,en,Tue Jun 09 13:47:05 +0000 2020,15379970,Ken,,,,Earth
1270352466677239815,@sneheshphilip We will throw #Chinese out frm #pangongtso #laddakh enough is enough #ChineseVirus #ChinaLiedAndPeopleDied #XiJinpingvirus #CCP_is_terrorist,Chinese pangongtso laddakh ChineseVirus ChinaLiedAndPeopleDied XiJinpingvirus CCP_is_terrorist,en,Tue Jun 09 13:50:04 +0000 2020,77490910,Atmanirbhar Er ashish 🇮🇳🇮🇳🇮🇳🇮🇳,,,,"Maharashtra, India"
1270353109886402568,@latikambourke As the expert said earlier in the year. #coronavirus got into that market CCP knew they were dealing with  and the world is paying the price.  Thanks to their friends at the WHO #ChinaLiedAndPeopleDied #DefundTheWHO,coronavirus ChinaLiedAndPeopleDied DefundTheWHO,en,Tue Jun 09 13:52:38 +0000 2020,15379970,Ken,,,,Earth
1270219051042816005,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 04:59:55 +0000 2020,1181632680892362752,cdscg11224,,,,Hong Kong
1270219588391731200,"@WHO @DrTedros as if we didn’t know 😂!!
—
what have you done about it ??!
—
still you haven’t found how it originated &amp; how it spread to the word !!
—
still you lie about China’s role in it!
—
#StopFundingWHO #ArrestTedros
#WHOLiedPeopleDied #ChinaLiedPeopleDied #ChineseVirus19 https://t.co/9mcYDdgUf8",StopFundingWHO ArrestTedros WHOLiedPeopleDied ChinaLiedPeopleDied ChineseVirus19,en,Tue Jun 09 05:02:04 +0000 2020,1071857642,Raj 🇮🇳,,,,"Wanderlust, across the Globe"
1270219739839643650,"Chinese Authorities Hid First #CCPVirus Diagnosis in Beijing.

@EpochTimes obtained an internal document titled ""Summary of Receiving the @WHO Delegation in #China"", that the Beijing Ditan Hospital compiled and reported to the central government on Feb.17
https://t.co/ft5JUu6GYl",CCPVirus China,en,Tue Jun 09 05:02:40 +0000 2020,1115115450814222337,War on Evil─Spread the truth of CCP,,,,🇰🇷大韓民國Republic of Korea
1270219857452122113,#SocialDistancing #Plandemic #CCPVirus https://t.co/gtLGCxBflS,SocialDistancing Plandemic CCPVirus,und,Tue Jun 09 05:03:08 +0000 2020,4533292933,4Γruth.Λnd.Яeasoи,,,,USA
1270219911290171393,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 05:03:21 +0000 2020,1125399873929469952,Lavenllan & baby Krogan,,,,UK
1270219952478474241,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 05:03:30 +0000 2020,53380495,Grey Ghost Outlaw,,,,"Kendrick Kompound  South, MS"
1270220197677367299,#Chinese rats not only they gave d world #Covid_19 RACIST CHINESE  SO MANY BLACKS DEAD OF COVID #BlackLivesMatter #blacklifematters #GeorgeFlyod #protests2020 #China #ChinaLiedPeopleDied #ChinaLiedAndPeopleDied #Chinese #CCP #CCP_is_terrorist  #USA #USAonFire #USAProtest https://t.co/8skyqtfnuw,Chinese Covid_19 BlackLivesMatter blacklifematters GeorgeFlyod protests2020 China ChinaLiedPeopleDied ChinaLiedAndPeopleDied Chinese CCP CCP_is_terrorist USA USAonFire USAProtest,en,Tue Jun 09 05:04:29 +0000 2020,1237292030801346565,ravi shukla,,,,"London, England"
1270220307362508805,@DrTedros Resign you #CCPVirus puppet,CCPVirus,en,Tue Jun 09 05:04:55 +0000 2020,362123545,SamoanChef,,,,"Auckland, New Zealand"
1270221469365100545,"The Huge Profits Behind Mass Testing in Wuhan.

On May 11, the #Wuhan authorities issued an emergency notice requiring large-scale nucleic acid testing on all citizens in every Wuhan district within 10 days. It was also known as ""the ten-day battle.""
#TheEpochTimes, #CCPVirus https://t.co/IFsZpz521O",Wuhan TheEpochTimes CCPVirus,en,Tue Jun 09 05:09:32 +0000 2020,1115115450814222337,War on Evil─Spread the truth of CCP,,,,🇰🇷大韓民國Republic of Korea
1270222558596599809,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 05:13:52 +0000 2020,34033550,Vernon Dutton,,,,"New Orleans, LA - Anniston, AL."
1270222802453315585,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 05:14:50 +0000 2020,21498894,🇺🇸 🙏 🇺🇸 🌴Mary Julianna ⭐⭐⭐,,,,"Parler, America"
1270223426091921408,RT @JonAdam92336848: #CCPVirus #CCPLiedPeopleDied https://t.co/dqDhaOQlVb,CCPVirus CCPLiedPeopleDied,und,Tue Jun 09 05:17:19 +0000 2020,787736606195277824,Lori,,,,"Georgia, USA"
1270223490239496192,RT @vikasmnpc: #ChinaLiedAndPeopleDied #ChinaVirus #ChinaMustPay #ChinaMustExplain #chinamustfall #chinaindiaborder #chinavsindia #exitthed…,ChinaLiedAndPeopleDied ChinaVirus ChinaMustPay ChinaMustExplain chinamustfall chinaindiaborder chinavsindia,und,Tue Jun 09 05:17:34 +0000 2020,1181102457885089792,Alok Srivastava,,,,"Kanpur, Uttar Pradesh"
1270223557969100800,RT @PeterNavarro45: China virus hits the two key pillars of American cities -- high rise building density and mass transit.  #ChinaLiedPeop…,,en,Tue Jun 09 05:17:50 +0000 2020,1168876106453151747,For Liberty We All Fight_Universal Suffrage 2020,,,,Hong Kong
1270223870318923777,"India coronavirus lockdown eases, cases surge, Kejriwal ‘isolates’.

https://t.co/qxW9QgjVQ5
#indicanews #coronavirus #coronavirus #CoronavirusPandemic #COVID19 #covid2020 #wuhanvirus #chinavirus #covidoutbreak #covidimpact #isolates #chief #minister #ArvindKejriwal https://t.co/275zwvc9Wl",indicanews coronavirus coronavirus CoronavirusPandemic COVID19 covid2020 wuhanvirus chinavirus covidoutbreak covidimpact isolates chief minister ArvindKejriwal,in,Tue Jun 09 05:19:04 +0000 2020,953395628784066560,indicanews,,,,"California, USA"
1270224071012171776,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 05:19:52 +0000 2020,145172566,Rex Cheung,,,,"Toronto, Ontario"
1270224191086788608,"@Wangchuk66 The chorus of #BoycottChina is growing by the day 
due to the novel coronavirus that it has introduced to the world.
But is it really possible for us to actually boycott #China 

https://t.co/p3APfTP1uE
#AnyWhereButChina",BoycottChina China AnyWhereButChina,en,Tue Jun 09 05:20:21 +0000 2020,18186050,MapsofIndia,,,,India
1270224404459294722,"#ChinaLiedPeopleDied 

https://t.co/ook5TBrwbD",ChinaLiedPeopleDied,und,Tue Jun 09 05:21:12 +0000 2020,212112724,Dan Harris,,,,Mostly Seattle
1270224487301238785,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 05:21:32 +0000 2020,817604531374739456,Heather Loesch 🇺🇸SilentNoMore🇺🇸,,,,Northeast Ohio
1270224530435272705,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 05:21:42 +0000 2020,104848652,Matthew Wong,,,,Hong Kong
1270225245887029249,"Shredding blacklist of Sikhs a major step: San Francisco consul-general.

https://t.co/qzYC1ckLPX
#indicanews #BLACKLISTTHESERIES #Sikh #SanFrancisoProtest #coronavirus #CoronavirusPandemic #COVID19 #covid2020 #wuhanvirus #chinavirus #covidoutbreak #covidimpact #covidscare https://t.co/s9SvcRw9T8",indicanews BLACKLISTTHESERIES Sikh SanFrancisoProtest coronavirus CoronavirusPandemic COVID19 covid2020 wuhanvirus chinavirus covidoutbreak covidimpact covidscare,en,Tue Jun 09 05:24:32 +0000 2020,953395628784066560,indicanews,,,,"California, USA"
1270225340644933632,"RT @danharris: #ChinaLiedPeopleDied 

https://t.co/ook5TBrwbD",ChinaLiedPeopleDied,und,Tue Jun 09 05:24:55 +0000 2020,197069108,Veronique Galliot,,,,"Bretagne, France"
1270225517904568320,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 05:25:37 +0000 2020,1180501603503235072,Joker,,,,Madness
1270225728559124481,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 05:26:27 +0000 2020,3544952012,🇺🇸Rhonda4Red🇺🇸,,,,"Long Beach, CA"
1270226100518600704,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 05:27:56 +0000 2020,2154039217,NAMAHA,,,,UNITED STATES
1270226284933599233,"Asymptomatic spread of coronavirus is 'very rare’ says WHO!

So this means only people with symptoms need to be ‘quarantined’ or ‘isolated’

So why has WHO been pushing for nationwide lockdowns?
#coronavirus 
#covid19
#pandemic 
#chinesevirus 
#wuhanvirus  https://t.co/tXBz37UEy9",coronavirus covid19 pandemic chinesevirus wuhanvirus,en,Tue Jun 09 05:28:40 +0000 2020,325451161,Shobhit Mittal,,,,New Delhi
1270227347631779840,@mehdirhasan have these people all been vaccinated or tested? they must have found the cure to the #CCPVirus. What about social distancing? A miracle! https://t.co/PC29b7MLMY,CCPVirus,en,Tue Jun 09 05:32:54 +0000 2020,884809392033378304,⭐️🐴Lone Ranger🐴⭐️,,,,United States
1270227563869167617,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 05:33:45 +0000 2020,1175959674,tsumaranai,,,,hong kong
1270228043815059456,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 05:35:39 +0000 2020,407223771,🌻Miss Ronnie🌻🐝,,,,United States
1270228159657631744,"#ChinaLiedPeopleDied
#ChinaMustPay

Satellite images of packed Wuhan hospitals suggest coronavirus outbreak began earlier than thought

https://t.co/f7z9TMJX2K",ChinaLiedPeopleDied ChinaMustPay,en,Tue Jun 09 05:36:07 +0000 2020,1074309802225004545,Democracy4UK,,,,🇬🇧
1270228605885460481,#COVID19 #China #ChinaLiedAndPeopleDied #ChinaLiedPeopleDied #Chinese #CCP_is_terrorist #CCP #GeorgeFlyod #BlackLivesMatter #blacklifematters #RacismInAmerica #Covid_19,COVID19 China ChinaLiedAndPeopleDied ChinaLiedPeopleDied Chinese CCP_is_terrorist CCP GeorgeFlyod BlackLivesMatter blacklifematters RacismInAmerica Covid_19,und,Tue Jun 09 05:37:54 +0000 2020,1237292030801346565,ravi shukla,,,,"London, England"
1270228609999925249,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 05:37:54 +0000 2020,377314323,みなみ,,,,Stand with Hong Kong
1270228732423229448,"@ABC No way.
#ChinaLiedPeopleDied ,many people were caught and dead because of the coronavirus/ #COVID19 .How come China can do immoral things like that? #ChinaMustPay",ChinaLiedPeopleDied COVID19 ChinaMustPay,en,Tue Jun 09 05:38:24 +0000 2020,962876919661211648,Charles_😷,,,,Hong Kong
1270228765776523267,"RT @UK_4_Democracy: #ChinaLiedPeopleDied
#ChinaMustPay

Satellite images of packed Wuhan hospitals suggest coronavirus outbreak began earli…",ChinaLiedPeopleDied ChinaMustPay,en,Tue Jun 09 05:38:32 +0000 2020,3757525402,Paul lamb,,,,North Yorkshire 
1270228806410756096,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 05:38:41 +0000 2020,1146231286509342720,Grace Chan🇭🇰🇦🇺,,,,"Melbourne, Victoria"
1270228994756050944,RT @nglinsman: Satellite images of packed Wuhan hospitals suggest coronavirus outbreak began earlier than thought #CCPVirus. Of course it d…,CCPVirus,en,Tue Jun 09 05:39:26 +0000 2020,22570616,MAL,,,,Earth
1270230030514298881,#Chinese rats not only they gave d world #Covid_19 RACIST CHINESE  SO MANY BLACKS DEAD OF COVID #BlackLivesMatter #blacklifematters #GeorgeFlyod #protests2020 #China #ChinaLiedPeopleDied #ChinaLiedAndPeopleDied #Chinese #CCP #CCP_is_terrorist  #USA  #ausbiz #auspol @ellymelly https://t.co/8skyqtfnuw,Chinese Covid_19 BlackLivesMatter blacklifematters GeorgeFlyod protests2020 China ChinaLiedPeopleDied ChinaLiedAndPeopleDied Chinese CCP CCP_is_terrorist USA ausbiz auspol,en,Tue Jun 09 05:43:33 +0000 2020,1237292030801346565,ravi shukla,,,,"London, England"
